dataset,esn,unit,flight_cycle,datetime,operator,depart_icao,destination_icao,hpc_eff_mod,hpc_flow_mod,tra,t2,t24,t30,t50,p2,p15,p30,nf,nc,epr,ps30,phi,nrf,nrc,bpr,farb,htbleed,nf_dmd,pcnfr_dmd,w31,w32,airport_icao,destination_latitude,destination_longitude,depart_latitude,depart_longitude,distance_between_airport_miles,?esn,rul
test_FD001,999180,80,47,1/8/2018 22:54,AXM,WMKK,WIII,8.00E-04,-2.00E-04,100,518.67,642.1,1580.24,1408.92,14.62,21.61,554.15,2388.04,9061.19,1.3,47.45,521.71,2388.06,8139.6,8.396,0.03,391,2388,100,38.78,23.3499,WIII,-6.124,106.661,2.743,101.698,701.8462198,999180,87
test_FD001,999180,80,48,1/9/2018 0:07,AXM,WMKK,WIII,-0.0013,-3.00E-04,100,518.67,642.13,1592.69,1403.43,14.62,21.61,553.76,2388.05,9066.26,1.3,47.51,521.99,2388.09,8144.41,8.436,0.03,393,2388,100,38.95,23.3333,WIII,-6.124,106.661,2.743,101.698,701.8462198,999180,87
test_FD001,999180,80,49,1/9/2018 2:55,AXM,WIII,WMKK,-0.0045,3.00E-04,100,518.67,642.69,1591.9,1400.32,14.62,21.61,554.02,2388.08,9064.48,1.3,47.31,521.45,2388.05,8144.38,8.4023,0.03,393,2388,100,38.82,23.2651,WMKK,2.743,101.698,-6.124,106.661,701.8462198,999180,87
test_FD001,999180,80,50,1/9/2018 5:42,AXM,WMKK,WIII,0.0037,-4.00E-04,100,518.67,642.31,1581.4,1400.17,14.62,21.61,553.77,2388,9059.4,1.3,47.37,521.76,2388.02,8143.43,8.4201,0.03,393,2388,100,39.01,23.315,WIII,-6.124,106.661,2.743,101.698,701.8462198,999180,87
test_FD001,999180,80,51,1/9/2018 8:17,AXM,WIII,WMKK,9.00E-04,4.00E-04,100,518.67,642.13,1586,1403.31,14.62,21.61,553.73,2388.08,9068.57,1.3,47.42,522.12,2388.06,8142.39,8.4128,0.03,394,2388,100,39.09,23.3487,WMKK,2.743,101.698,-6.124,106.661,701.8462198,999180,87
test_FD001,999180,80,52,1/9/2018 16:18,AXM,WMKK,WBGG,0.0038,-1.00E-04,100,518.67,642.78,1587.06,1408.88,14.62,21.61,553.68,2388.04,9063.91,1.3,47.3,521.9,2388.06,8141.68,8.4522,0.03,393,2388,100,38.92,23.5039,WBGG,1.485,110.345,2.743,101.698,603.32309,999180,87
test_FD001,999180,80,53,1/9/2018 17:17,AXM,WMKK,WBGG,-8.00E-04,3.00E-04,100,518.67,642.42,1589.32,1408.75,14.62,21.61,553.63,2388.08,9070.29,1.3,47.27,522.23,2388.05,8142.85,8.4188,0.03,393,2388,100,38.85,23.3571,WBGG,1.485,110.345,2.743,101.698,603.32309,999180,87
test_FD001,999180,80,54,1/9/2018 19:45,AXM,WBGG,WMKK,-0.0011,4.00E-04,100,518.67,643.07,1583.61,1409.02,14.62,21.61,554.15,2388.06,9061.41,1.3,47.25,521.14,2388.04,8140.67,8.431,0.03,394,2388,100,38.82,23.2618,WMKK,2.743,101.698,1.485,110.345,603.32309,999180,87
test_FD001,999180,80,55,1/9/2018 22:03,AXM,WMKK,WMKC,0.0022,-1.00E-04,100,518.67,642.76,1581.21,1405.04,14.62,21.61,553.96,2388.01,9063.3,1.3,47.01,521.5,2388,8146.73,8.4529,0.03,391,2388,100,38.81,23.2717,WMKC,6.166,102.293,2.743,101.698,240.0300062,999180,87
test_FD001,999180,80,56,1/9/2018 23:31,AXM,WMKC,WMKK,9.00E-04,0,100,518.67,642.15,1592.35,1403.05,14.62,21.61,553.44,2388.05,9061.77,1.3,47.46,520.86,2388.09,8142.6,8.4371,0.03,392,2388,100,39.16,23.3407,WMKK,2.743,101.698,6.166,102.293,240.0300062,999180,87
test_FD001,999180,80,57,1/10/2018 1:19,AXM,WMKK,VVTS,-0.0025,-3.00E-04,100,518.67,642.5,1590.81,1402.11,14.62,21.61,554.06,2388.03,9065.63,1.3,47.57,522,2388.09,8139.85,8.4031,0.03,391,2388,100,38.83,23.3646,VVTS,10.821,106.661,2.743,101.698,653.6511927,999180,87
test_FD001,999180,80,58,1/10/2018 3:51,AXM,VVTS,WMKK,-0.0013,-1.00E-04,100,518.67,642,1590.93,1401.33,14.62,21.61,553.28,2388.08,9065.49,1.3,47.44,522.03,2388.04,8148.29,8.4465,0.03,393,2388,100,38.8,23.3451,WMKK,2.743,101.698,10.821,106.661,653.6511927,999180,87
test_FD001,999180,80,59,1/10/2018 6:24,AXM,WMKK,VTSP,4.00E-04,2.00E-04,100,518.67,641.99,1592.36,1395.92,14.62,21.61,554.03,2388.05,9066.4,1.3,47.3,522,2388.04,8148.76,8.3886,0.03,393,2388,100,38.9,23.3628,VTSP,8.113,98.309,2.743,101.698,438.1337937,999180,87
test_FD001,999180,80,60,1/10/2018 8:33,AXM,VTSP,WMKK,0.0026,1.00E-04,100,518.67,642.56,1592.14,1404.03,14.62,21.61,554.5,2388.06,9062.57,1.3,47.44,521.32,2388.08,8143.32,8.3797,0.03,392,2388,100,38.94,23.3911,WMKK,2.743,101.698,8.113,98.309,438.1337937,999180,87
test_FD001,999180,80,61,1/10/2018 15:03,AXM,WMKK,ZGSZ,9.00E-04,4.00E-04,100,518.67,642.3,1582.94,1408.99,14.62,21.61,553.86,2388.1,9060.72,1.3,47.43,521.58,2388.08,8142.37,8.4057,0.03,392,2388,100,38.72,23.3988,ZGSZ,22.638,113.812,2.743,101.698,1596.379977,999180,87
test_FD001,999180,80,62,1/10/2018 16:20,AXM,WMKK,ZGSZ,-0.0016,-5.00E-04,100,518.67,642.06,1581.89,1402.21,14.62,21.61,553.76,2388.04,9065.71,1.3,47.36,521.63,2388,8144,8.4115,0.03,394,2388,100,38.97,23.3946,ZGSZ,22.638,113.812,2.743,101.698,1596.379977,999180,87
test_FD001,999180,80,63,1/10/2018 20:25,AXM,ZGSZ,WMKK,-0.0011,-1.00E-04,100,518.67,642.62,1587.58,1409.39,14.62,21.61,554.86,2388.05,9063.5,1.3,47.45,521.44,2388.12,8141.58,8.4228,0.03,391,2388,100,39.02,23.3812,WMKK,2.743,101.698,22.638,113.812,1596.379977,999180,87
test_FD001,999180,80,64,1/10/2018 21:39,AXM,ZGSZ,WMKK,-0.0016,-3.00E-04,100,518.67,642.25,1593.09,1403.98,14.62,21.61,554.19,2388.03,9062.61,1.3,47.51,521.29,2387.99,8145.3,8.4482,0.03,394,2388,100,39.04,23.4082,WMKK,2.743,101.698,22.638,113.812,1596.379977,999180,87
test_FD001,999180,80,65,1/11/2018 3:02,AXM,WMKK,ZGSZ,0.0023,2.00E-04,100,518.67,642.35,1583.68,1402.73,14.62,21.61,553.76,2388.06,9060.85,1.3,47.26,521.24,2388.07,8142.99,8.4286,0.03,391,2388,100,39.15,23.3987,ZGSZ,22.638,113.812,2.743,101.698,1596.379977,999180,87
test_FD001,999180,80,66,1/11/2018 7:58,AXM,ZGSZ,WMKK,9.00E-04,0,100,518.67,642.35,1592.19,1404.64,14.62,21.61,553.66,2388.06,9062.84,1.3,47.47,521.53,2388.09,8139.78,8.445,0.03,394,2388,100,38.97,23.3141,WMKK,2.743,101.698,22.638,113.812,1596.379977,999180,87
test_FD001,999180,80,67,1/11/2018 16:20,AXM,WMKK,ZGSZ,-0.003,-4.00E-04,100,518.67,642.74,1587.75,1406.84,14.62,21.61,553.73,2388.12,9065.92,1.3,47.47,522.41,2388.01,8145.55,8.4106,0.03,393,2388,100,38.92,23.3199,ZGSZ,22.638,113.812,2.743,101.698,1596.379977,999180,87
test_FD001,999180,80,68,1/11/2018 18:48,AXM,WMKK,WADL,8.00E-04,1.00E-04,100,518.67,642.68,1586.55,1409.98,14.62,21.61,554.36,2388.08,9067.14,1.3,47.28,522.08,2388.02,8140.05,8.45,0.03,390,2388,100,38.94,23.3756,WADL,-8.758,116.277,2.743,101.698,1280.580036,999180,87
test_FD001,999180,80,69,1/11/2018 22:28,AXM,WADL,WMKK,0.0026,-2.00E-04,100,518.67,643.07,1587.25,1407.25,14.62,21.61,553.1,2388.05,9065.49,1.3,47.28,521.51,2388.05,8144.84,8.4176,0.03,392,2388,100,38.81,23.2565,WMKK,2.743,101.698,-8.758,116.277,1280.580036,999180,87
test_FD001,999180,80,70,1/12/2018 2:09,AXM,WMKK,WMKC,0.0011,-2.00E-04,100,518.67,642.38,1589.51,1408.42,14.62,21.61,553.66,2388.1,9067.43,1.3,47.52,522.2,2388.06,8140.64,8.4146,0.03,393,2388,100,38.94,23.3606,WMKC,6.166,102.293,2.743,101.698,240.0300062,999180,87
test_FD001,999180,80,71,1/12/2018 3:39,AXM,WMKC,WMKK,-5.00E-04,2.00E-04,100,518.67,642.36,1583.4,1397.62,14.62,21.61,554.17,2388.08,9065.96,1.3,47.37,521.79,2388.04,8144.79,8.4529,0.03,394,2388,100,38.81,23.2634,WMKK,2.743,101.698,6.166,102.293,240.0300062,999180,87
test_FD001,999181,81,96,3/14/2018 17:35,AXM,WMKK,VHHH,0.0021,-5.00E-04,100,518.67,642.43,1585.16,1400.06,14.62,21.61,554.29,2388.07,9075.72,1.3,47.36,521.82,2387.99,8154.62,8.4647,0.03,393,2388,100,39.04,23.418,VHHH,22.309,113.915,2.743,101.698,1580.775861,999181,8
test_FD001,999181,81,97,3/14/2018 18:59,AXM,WMKK,WMKN,0,0,100,518.67,642.22,1584.55,1403.95,14.62,21.61,554.19,2388.09,9068.45,1.3,47.46,521.48,2388.04,8148.69,8.406,0.03,393,2388,100,38.72,23.3016,WMKN,5.381,103.105,2.743,101.698,206.4534008,999181,8
test_FD001,999181,81,98,3/17/2018 19:53,AXM,WMKK,WADL,1.00E-04,1.00E-04,100,518.67,642.72,1586.94,1407.9,14.62,21.61,554.36,2388.02,9071.74,1.3,47.44,522.24,2388.05,8149.62,8.4194,0.03,393,2388,100,38.94,23.342,WADL,-8.758,116.277,2.743,101.698,1280.580036,999181,8
test_FD001,999181,81,99,3/17/2018 23:17,AXM,WADL,WMKK,-2.00E-04,3.00E-04,100,518.67,642.59,1587.83,1400.84,14.62,21.61,553.73,2388.03,9065.13,1.3,47.26,522.07,2388.03,8153.31,8.3873,0.03,393,2388,100,38.78,23.2581,WMKK,2.743,101.698,-8.758,116.277,1280.580036,999181,8
test_FD001,999181,81,100,3/18/2018 2:56,AXM,WMKK,WMKC,8.00E-04,-1.00E-04,100,518.67,641.95,1583.46,1406.12,14.62,21.61,553.58,2388.06,9065.1,1.3,47.4,522.05,2388.06,8147.78,8.4284,0.03,392,2388,100,38.94,23.3155,WMKC,6.166,102.293,2.743,101.698,240.0300062,999181,8
test_FD001,999181,81,101,3/18/2018 4:28,AXM,WMKC,WMKK,-0.001,3.00E-04,100,518.67,642.86,1579.97,1404.2,14.62,21.61,553.82,2388.04,9067.03,1.3,47.41,521.89,2388.05,8154.13,8.4169,0.03,393,2388,100,38.92,23.306,WMKK,2.743,101.698,6.166,102.293,240.0300062,999181,8
test_FD001,999181,81,102,3/18/2018 6:11,AXM,WMKK,WBKK,-0.0028,-3.00E-04,100,518.67,642.77,1590.24,1393.13,14.62,21.61,554.25,2388.07,9078.19,1.3,47.5,521.75,2388.03,8146.57,8.3989,0.03,392,2388,100,38.79,23.308,WBKK,5.945,116.053,2.743,101.698,1013.283896,999181,8
test_FD001,999181,81,106,5/13/2018 0:38,AXM,WMKK,WIII,2.00E-04,1.00E-04,100,518.67,642.28,1588.82,1400.22,14.62,21.61,553.68,2388.02,9071.87,1.3,47.4,522.1,2388.01,8147.1,8.4637,0.03,393,2388,100,39.01,23.2793,WIII,-6.124,106.661,2.743,101.698,701.8462198,999181,8
test_FD001,999181,81,107,5/13/2018 3:47,AXM,WIII,WMKK,-0.0039,2.00E-04,100,518.67,642.33,1582.05,1392.44,14.62,21.61,554.08,2388.07,9071.65,1.3,47.38,521.42,2388.05,8148.58,8.4314,0.03,393,2388,100,38.8,23.3079,WMKK,2.743,101.698,-6.124,106.661,701.8462198,999181,8
test_FD001,999181,81,108,5/13/2018 6:26,AXM,WMKK,WBGS,-0.005,-2.00E-04,100,518.67,642.33,1595.01,1404.33,14.62,21.61,554.47,2388.06,9062.58,1.3,47.44,521.69,2388.07,8142.96,8.4118,0.03,393,2388,100,38.69,23.3707,WBGS,2.264,111.983,2.743,101.698,710.712029,999181,8
test_FD001,999181,81,109,5/13/2018 7:03,AXM,WMKK,WBGS,0.0032,-2.00E-04,100,518.67,642.56,1585.64,1400.12,14.62,21.61,553.21,2388.03,9067.9,1.3,47.45,521.37,2388.05,8149.79,8.4231,0.03,393,2388,100,38.97,23.3296,WBGS,2.264,111.983,2.743,101.698,710.712029,999181,8
test_FD001,999181,81,110,5/13/2018 9:32,AXM,WBGS,WMKK,-2.00E-04,1.00E-04,100,518.67,642.76,1584.21,1411.2,14.62,21.61,553.31,2388.07,9060.29,1.3,47.49,521.73,2388,8147.68,8.4289,0.03,394,2388,100,38.76,23.2509,WMKK,2.743,101.698,2.264,111.983,710.712029,999181,8
test_FD001,999181,81,111,5/13/2018 17:44,AXM,WMKK,VYYY,0.0019,3.00E-04,100,518.67,642.75,1586.12,1411.95,14.62,21.61,553.62,2388.07,9063.73,1.3,47.36,521.97,2388.1,8151.51,8.4187,0.03,394,2388,100,38.8,23.3277,VYYY,16.907,96.133,2.743,101.698,1049.030194,999181,8
test_FD001,999181,81,112,5/13/2018 18:23,AXM,WMKK,VYYY,-0.0014,-1.00E-04,100,518.67,642.39,1591.87,1405.42,14.62,21.61,553.47,2388.01,9070.59,1.3,47.32,521.49,2388.05,8149.92,8.4075,0.03,392,2388,100,38.8,23.3926,VYYY,16.907,96.133,2.743,101.698,1049.030194,999181,8
test_FD001,999181,81,113,5/13/2018 21:28,AXM,VYYY,WMKK,0.001,-1.00E-04,100,518.67,642.36,1587.44,1405.13,14.62,21.61,553.34,2388.11,9068.38,1.3,47.42,522,2388.06,8150.94,8.4452,0.03,391,2388,100,38.92,23.3553,WMKK,2.743,101.698,16.907,96.133,1049.030194,999181,8
test_FD001,999181,81,114,5/14/2018 0:49,AXM,WMKK,WBKK,-8.00E-04,-5.00E-04,100,518.67,643.02,1582.59,1401.23,14.62,21.61,553.63,2388.05,9068.95,1.3,47.5,522.03,2388.07,8147.75,8.4404,0.03,392,2388,100,38.96,23.3095,WBKK,5.945,116.053,2.743,101.698,1013.283896,999181,8
test_FD001,999181,81,115,5/14/2018 1:05,AXM,WMKK,WBKK,0.0022,-2.00E-04,100,518.67,642.12,1588.53,1401.85,14.62,21.61,553.1,2388.06,9078.77,1.3,47.42,521.8,2388.11,8149.09,8.3969,0.03,393,2388,100,38.85,23.4541,WBKK,5.945,116.053,2.743,101.698,1013.283896,999181,8
test_FD001,999181,81,116,5/14/2018 4:06,AXM,WBKK,WMKK,-0.002,-2.00E-04,100,518.67,642.48,1592.26,1405.23,14.62,21.61,553.59,2388.05,9076.42,1.3,47.22,521.4,2388.07,8151.09,8.4337,0.03,393,2388,100,38.93,23.4098,WMKK,2.743,101.698,5.945,116.053,1013.283896,999181,8
test_FD001,999181,81,117,5/14/2018 7:02,AXM,WMKK,WBGG,-0.0037,-1.00E-04,100,518.67,642.79,1586.63,1402.23,14.62,21.61,553.98,2388.02,9068.69,1.3,47.34,521.43,2388.08,8154.4,8.4186,0.03,394,2388,100,38.76,23.3937,WBGG,1.485,110.345,2.743,101.698,603.32309,999181,8
test_FD001,999181,81,118,5/14/2018 7:54,AXM,WMKK,WBGG,-0.0011,-5.00E-04,100,518.67,642.25,1590.44,1411.11,14.62,21.61,553.65,2388.06,9074.15,1.3,47.39,521.85,2387.96,8148.86,8.4182,0.03,393,2388,100,38.75,23.3082,WBGG,1.485,110.345,2.743,101.698,603.32309,999181,8
test_FD001,999181,81,119,5/14/2018 10:00,AXM,WBGG,WMKK,-1.00E-04,-5.00E-04,100,518.67,641.99,1590.23,1402.46,14.62,21.61,553.75,2388.09,9064.44,1.3,47.64,521.39,2388.14,8148.35,8.4447,0.03,394,2388,100,38.83,23.3371,WMKK,2.743,101.698,1.485,110.345,603.32309,999181,8
test_FD001,999181,81,120,5/14/2018 18:31,AXM,WMKK,WMKN,-0.0038,0,100,518.67,643.09,1585.75,1402.27,14.62,21.61,554.69,2388.07,9070.43,1.3,47.5,521.78,2388.03,8148.43,8.4556,0.03,392,2388,100,38.76,23.3352,WMKN,5.381,103.105,2.743,101.698,206.4534008,999181,8
test_FD001,999181,81,121,5/14/2018 19:47,AXM,WMKN,WMKK,7.00E-04,-4.00E-04,100,518.67,642.98,1581.27,1397.93,14.62,21.61,552.85,2388.01,9072.45,1.3,47.46,521.25,2388.04,8144.91,8.432,0.03,393,2388,100,39.01,23.3455,WMKK,2.743,101.698,5.381,103.105,206.4534008,999181,8
test_FD001,999181,81,122,5/14/2018 21:17,AXM,WMKK,VVCR,-0.0013,-2.00E-04,100,518.67,642.79,1587.02,1412.95,14.62,21.61,553.88,2388.06,9062.38,1.3,47.25,522.13,2388,8151.15,8.449,0.03,395,2388,100,38.87,23.2282,VVCR,11.995,109.218,2.743,101.698,820.7013993,999181,8
test_FD001,999176,76,180,5/15/2018 18:48,AXM,VTBD,VHHH,0.0014,-1.00E-04,100,518.67,642.91,1591.58,1412.31,14.62,21.61,553.22,2388.08,9089.5,1.3,47.73,520.8,2388.14,8157.86,8.4727,0.03,394,2388,100,38.55,23.1651,VHHH,22.309,113.915,13.914,100.606,1047.939269,999176,10
test_FD001,999176,76,181,5/16/2018 1:46,AXM,VTBD,VVTS,-9.00E-04,-5.00E-04,100,518.67,642.83,1600.64,1413.81,14.62,21.61,553.14,2388.1,9089.74,1.3,47.57,520.91,2388.12,8159.39,8.444,0.03,393,2388,100,38.85,23.2551,VVTS,10.821,106.661,13.914,100.606,461.0983526,999176,10
test_FD001,999176,76,182,5/16/2018 3:43,AXM,VVTS,VTBD,0.003,-4.00E-04,100,518.67,643.69,1593.63,1419.33,14.62,21.61,552.85,2388.08,9091.81,1.3,47.61,520.86,2388.13,8162.07,8.4819,0.03,394,2388,100,38.85,23.1681,VTBD,13.914,100.606,10.821,106.661,461.0983526,999176,10
test_FD001,999176,76,183,5/17/2018 21:38,AXM,VTBD,VTCC,0.0041,-2.00E-04,100,518.67,642.84,1598.24,1414.56,14.62,21.61,553.45,2388.06,9092.24,1.3,47.9,521.46,2388.12,8171.83,8.4585,0.03,394,2388,100,38.54,23.2521,VTCC,18.771,98.963,13.914,100.606,352.8103276,999176,10
test_FD001,999176,76,184,5/17/2018 23:09,AXM,VTCC,VTBD,-9.00E-04,3.00E-04,100,518.67,642.96,1598.25,1403.23,14.62,21.61,552.69,2388.06,9092.01,1.3,47.82,521.06,2388.12,8166.03,8.4726,0.03,396,2388,100,38.45,23.1338,VTBD,13.914,100.606,18.771,98.963,352.8103276,999176,10
test_FD001,999176,76,185,5/18/2018 2:13,AXM,VTBD,WMKK,-0.0022,-1.00E-04,100,518.67,642.9,1596.98,1412.95,14.62,21.61,552.54,2388.08,9095.21,1.3,47.67,520.81,2388.11,8169.22,8.4606,0.03,395,2388,100,38.6,23.1996,WMKK,2.743,101.698,13.914,100.606,775.4295471,999176,10
test_FD001,999176,76,186,5/18/2018 5:06,AXM,WMKK,VTBD,0.0035,2.00E-04,100,518.67,643.17,1597.62,1418.6,14.62,21.61,552.2,2388.11,9092.57,1.3,47.82,520.8,2388.15,8164.92,8.4529,0.03,395,2388,100,38.53,23.1797,VTBD,13.914,100.606,2.743,101.698,775.4295471,999176,10
test_FD001,999176,76,187,5/18/2018 5:55,AXM,WMKK,VTBD,-0.0014,-2.00E-04,100,518.67,642.79,1595.55,1414.26,14.62,21.61,553.15,2388.1,9096.14,1.3,47.91,520.65,2388.14,8167.82,8.4879,0.03,394,2388,100,38.65,23.1788,VTBD,13.914,100.606,2.743,101.698,775.4295471,999176,10
test_FD001,999176,76,188,5/18/2018 8:35,AXM,VTBD,VTSP,0.0016,5.00E-04,100,518.67,643.38,1599.63,1416.4,14.62,21.61,552.27,2388.13,9093.68,1.3,47.76,520.16,2388.13,8167.53,8.4657,0.03,395,2388,100,38.58,23.2026,VTSP,8.113,98.309,13.914,100.606,429.9926051,999176,10
test_FD001,999176,76,189,5/18/2018 10:13,AXM,VTSP,VTBD,-0.0024,-2.00E-04,100,518.67,643.11,1595.6,1417.45,14.62,21.61,552.91,2388.17,9095.78,1.3,47.73,521.09,2388.17,8167.29,8.5038,0.03,393,2388,100,38.68,23.1792,VTBD,13.914,100.606,8.113,98.309,429.9926051,999176,10
test_FD001,999176,76,190,5/18/2018 19:44,AXM,VTBD,VVTS,0.0029,-4.00E-04,100,518.67,642.73,1594.72,1418.98,14.62,21.61,553.12,2388.14,9099.92,1.3,47.75,520.69,2388.14,8164.41,8.4968,0.03,395,2388,100,38.66,23.1822,VVTS,10.821,106.661,13.914,100.606,461.0983526,999176,10
test_FD001,999176,76,191,5/18/2018 21:53,AXM,VVTS,VTBD,-0.0018,3.00E-04,100,518.67,642.77,1592.35,1424.33,14.62,21.61,551.79,2388.13,9103.79,1.3,47.73,520.53,2388.11,8168.76,8.4638,0.03,395,2388,100,38.53,23.1398,VTBD,13.914,100.606,10.821,106.661,461.0983526,999176,10
test_FD001,999176,76,192,5/19/2018 0:03,AXM,VTBD,VTCC,-9.00E-04,3.00E-04,100,518.67,643.1,1600.97,1416.97,14.62,21.61,553.06,2388.09,9103.1,1.3,47.84,520.25,2388.14,8167.9,8.4802,0.03,395,2388,100,38.59,23.0736,VTCC,18.771,98.963,13.914,100.606,352.8103276,999176,10
test_FD001,999176,76,193,5/19/2018 1:44,AXM,VTCC,VTBD,-4.00E-04,-4.00E-04,100,518.67,643.17,1591.06,1422.79,14.62,21.61,552.15,2388.12,9103.72,1.3,47.86,520.45,2388.16,8166.77,8.4631,0.03,396,2388,100,38.58,23.183,VTBD,13.914,100.606,18.771,98.963,352.8103276,999176,10
test_FD001,999176,76,194,5/19/2018 3:44,AXM,VTBD,VHHH,-0.0011,-3.00E-04,100,518.67,643.36,1599.72,1419.46,14.62,21.61,552.01,2388.13,9103.01,1.3,47.94,519.83,2388.17,8175.25,8.4866,0.03,394,2388,100,38.5,23.096,VHHH,22.309,113.915,13.914,100.606,1047.939269,999176,10
test_FD001,999176,76,195,5/19/2018 7:22,AXM,VHHH,VTBD,-0.001,4.00E-04,100,518.67,643.15,1597.54,1417.37,14.62,21.61,552.81,2388.17,9103.34,1.3,47.86,520.33,2388.14,8179.46,8.4665,0.03,394,2388,100,38.57,23.2051,VTBD,13.914,100.606,22.309,113.915,1047.939269,999176,10
test_FD001,999176,76,196,5/19/2018 18:20,AXM,VTBD,WADD,-0.0082,1.00E-04,100,518.67,643.09,1600.27,1419.11,14.62,21.61,552.33,2388.14,9103.8,1.3,47.81,520.96,2388.15,8167.49,8.4939,0.03,397,2388,100,38.46,23.2258,WADD,-8.747,115.169,13.914,100.606,1857.028832,999176,10
test_FD001,999176,76,197,5/19/2018 23:03,AXM,WADD,VTBD,-0.0012,-2.00E-04,100,518.67,642.82,1603.04,1424.98,14.62,21.61,551.98,2388.18,9108.81,1.3,47.74,520.69,2388.15,8171.5,8.5212,0.03,395,2388,100,38.65,23.1547,VTBD,13.914,100.606,-8.747,115.169,1857.028832,999176,10
test_FD001,999176,76,198,5/20/2018 4:31,AXM,VTBD,VYYY,-0.0011,-2.00E-04,100,518.67,643.23,1601.69,1420.36,14.62,21.61,552.22,2388.13,9109.04,1.3,48.02,520.22,2388.12,8179.88,8.5006,0.03,396,2388,100,38.44,23.1595,VYYY,16.907,96.133,13.914,100.606,362.6377282,999176,10
test_FD001,999176,76,199,5/20/2018 6:12,AXM,VYYY,VTBD,0.002,-3.00E-04,100,518.67,643.84,1594.81,1427.39,14.62,21.61,552.11,2388.12,9100.39,1.3,47.85,520.39,2388.14,8176.82,8.4771,0.03,396,2388,100,38.53,23.1211,VTBD,13.914,100.606,16.907,96.133,362.6377282,999176,10
test_FD001,999176,76,200,5/20/2018 8:05,AXM,VTBD,VTCT,-0.0017,2.00E-04,100,518.67,643.27,1601.4,1422.57,14.62,21.61,552.35,2388.15,9099.99,1.3,48.02,520.54,2388.12,8179.03,8.4897,0.03,396,2388,100,38.72,23.0345,VTCT,19.952,99.883,13.914,100.606,419.9094825,999176,10
test_FD001,999176,76,201,5/20/2018 9:50,AXM,VTCT,VTBD,-0.0031,4.00E-04,100,518.67,643.13,1599.52,1427.54,14.62,21.61,552.62,2388.14,9106.89,1.3,47.96,519.77,2388.17,8184.21,8.5104,0.03,397,2388,100,38.71,23.0922,VTBD,13.914,100.606,19.952,99.883,419.9094825,999176,10
test_FD001,999176,76,202,5/20/2018 18:54,AXM,VTBD,VVNB,-9.00E-04,1.00E-04,100,518.67,643.72,1603.21,1420.47,14.62,21.61,552.33,2388.17,9105.95,1.3,47.83,519.99,2388.18,8177.72,8.4726,0.03,396,2388,100,38.54,23.0843,VVNB,21.222,105.806,13.914,100.606,609.9735228,999176,10
test_FD001,999176,76,204,5/20/2018 21:18,AXM,VVNB,VTBD,0.0064,1.00E-04,100,518.67,644.05,1600.37,1432.29,14.62,21.61,551.83,2388.14,9108.95,1.3,48.05,520.34,2388.18,8179.07,8.5278,0.03,396,2388,100,38.35,23.081,VTBD,13.914,100.606,21.222,105.806,609.9735228,999176,10
test_FD001,999190,90,53,1/15/2018 17:17,AXM,VTBD,WMKK,0.005,-2.00E-04,100,518.67,642.4,1592.85,1409.21,14.62,21.61,553.76,2388.04,9050.72,1.3,47.49,521.66,2388.04,8127.98,8.4148,0.03,392,2388,100,38.97,23.2785,WMKK,2.743,101.698,13.914,100.606,775.4295471,999190,28
test_FD001,999190,90,54,1/15/2018 18:32,AXM,VTBD,WMKK,-0.0033,4.00E-04,100,518.67,642.38,1586.9,1405.49,14.62,21.61,554.02,2388.16,9058.32,1.3,47.44,521.74,2388.16,8140.17,8.4052,0.03,393,2388,100,38.98,23.3071,WMKK,2.743,101.698,13.914,100.606,775.4295471,999190,28
test_FD001,999190,90,55,1/15/2018 20:16,AXM,WMKK,VTBD,-0.0022,4.00E-04,100,518.67,642.67,1583.55,1407.78,14.62,21.61,553.45,2388.13,9048.22,1.3,47.69,521.58,2388.07,8132.05,8.4344,0.03,393,2388,100,38.68,23.223,VTBD,13.914,100.606,2.743,101.698,775.4295471,999190,28
test_FD001,999190,90,56,1/15/2018 21:14,AXM,WMKK,VTBD,0,3.00E-04,100,518.67,642.61,1593.72,1402.16,14.62,21.61,553.75,2388.11,9060.62,1.3,47.49,521.86,2388.08,8137.46,8.4213,0.03,393,2388,100,38.79,23.3167,VTBD,13.914,100.606,2.743,101.698,775.4295471,999190,28
test_FD001,999190,90,57,1/15/2018 23:55,AXM,VTBD,VTSP,-0.0025,1.00E-04,100,518.67,642.17,1588.76,1403.1,14.62,21.61,553.84,2388.13,9052.3,1.3,47.6,521.68,2388.07,8135.34,8.4375,0.03,392,2388,100,38.86,23.2938,VTSP,8.113,98.309,13.914,100.606,429.9926051,999190,28
test_FD001,999190,90,58,1/16/2018 1:47,AXM,VTSP,VTBD,0.0012,1.00E-04,100,518.67,643.01,1591.9,1402.74,14.62,21.61,553.27,2388.11,9051.17,1.3,47.38,521.38,2388.05,8136.13,8.4282,0.03,393,2388,100,38.93,23.3657,VTBD,13.914,100.606,8.113,98.309,429.9926051,999190,28
test_FD001,999190,90,59,1/16/2018 4:01,AXM,VTBD,WSSS,0.0039,3.00E-04,100,518.67,641.85,1587.22,1399.41,14.62,21.61,553.32,2388.07,9058.62,1.3,47.29,521.16,2388.11,8138.45,8.4231,0.03,394,2388,100,38.9,23.3723,WSSS,1.359,103.989,13.914,100.606,897.7408822,999190,28
